Id,Y
16384,0.9413909088959521
16385,0.9378841366758174
16386,0.9453401338448352
16387,0.9453258436312503
16388,0.9447478424897021
16389,0.9453142803301638
16390,0.9408223774423426
16391,0.9416297521581477
16392,0.9452771764387912
16393,0.9453186985244578
16394,0.9446878317882842
16395,0.9445521231880015
16396,0.9452964920689887
16397,0.9448489505936927
16398,0.944050080715639
16399,0.9453128051152057
16400,0.9451412927498645
16401,0.9452928189327544
16402,0.9443085339059657
16403,0.9443250034143752
16404,0.9395198892941302
16405,0.9446164254238433
16406,0.9438967999210185
16407,0.9427863206853694
16408,0.9452850889553851
16409,0.9444998722662753
16410,0.9418205093731707
16411,0.9412096325447387
16412,0.944929860173685
16413,0.9444330554594821
16414,0.9449314247956103
16415,0.9418521072854823
16416,0.9447548907389468
16417,0.9446720440079993
16418,0.9451375562836951
16419,0.9452609527995414
16420,0.9452770572295016
16421,0.9382932368805236
16422,0.9453156959404773
16423,0.9448683593561477
16424,0.9453361477842158
16425,0.9453140605380362
16426,0.9451749730994529
16427,0.9453336220373935
16428,0.9452614706148929
16429,0.9451151263108081
16430,0.944870322584135
16431,0.944499481110794
16432,0.9453118216385669
16433,0.9452323984494037
16434,0.9449151117493934
16435,0.9450049173226184
16436,0.9452633593370742
16437,0.9416239928593463
16438,0.941886853068096
16439,0.9452932547917193
16440,0.9422316175093478
16441,0.9448388885845965
16442,0.9453311782469577
16443,0.9453303102543181
16444,0.8964721338031417
16445,0.9447403658320731
16446,0.9441971775283641
16447,0.9439732577791041
16448,0.9441822093119449
16449,0.941414072751028
16450,0.9448050517728156
16451,0.9449080858518905
16452,0.93852697276972
16453,0.9430532377352542
16454,0.9443524252762622
16455,0.9420960392942256
16456,0.9448278505494422
16457,0.945231679468376
16458,0.9435574967553443
16459,0.9452612433721846
16460,0.9453282799711055
16461,0.9453150142123526
16462,0.9369347017397708
16463,0.9451294649531669
16464,0.945336274444086
16465,0.9452817510952777
16466,0.9430600661923713
16467,0.9429504197230166
16468,0.9420003663887805
16469,0.9434301700582332
16470,0.945339507996065
16471,0.9444654543092078
16472,0.944769072919113
16473,0.9448440592875308
16474,0.9423253420879668
16475,0.9446956660737819
16476,0.9435759294917411
16477,0.9444065202166861
16478,0.9436497386684245
16479,0.945171892284376
16480,0.9446134936203784
16481,0.9364116486301249
16482,0.9453372132172412
16483,0.9442125145485228
16484,0.9415359866013354
16485,0.9434623342146701
16486,0.9453179236640757
16487,0.9436944756796187
16488,0.8971073434128961
16489,0.9444750320305652
16490,0.9436247866740054
16491,0.9453324336697883
16492,0.9439341645827121
16493,0.9453060660650557
16494,0.9430684331943816
16495,0.9446872096648044
16496,0.9452870931615657
16497,0.9443437975039309
16498,0.9453233663132018
16499,0.9453139897575206
16500,0.9437209997465438
16501,0.9395369585742778
16502,0.9418162215640372
16503,0.9437095780064887
16504,0.9447260011126822
16505,0.9453161988546676
16506,0.9420762282004184
16507,0.9428796988119906
